entity_type,layer,text,insert_x,insert_y,start_x,start_y,start_z,end_x,end_y,end_z,center_x,center_y,radius,vertices,vertex_count,closed,start_angle,end_angle
LINE,CAJONEO,,,,-73.9081,12.6193,0.0,-73.6791,12.6193,0.0,,,,,,,,
ARC,CAJONEO,,,,,,,,,,-73.2581,11.8239,0.9,,,,117.8898,152.734
LINE,CAJONEO,,,,-74.0581,12.2362,0.0,-74.0581,12.4693,0.0,,,,,,,,
LINE,CAJONEO,,,,-73.4581,13.2693,0.0,-73.3081,13.2693,0.0,,,,,,,,
LINE,CAJONEO,,,,-73.4581,14.1193,0.0,-73.4581,13.2693,0.0,,,,,,,,
LINE,CAJONEO,,,,-74.0581,14.1193,0.0,-74.0581,12.7693,0.0,,,,,,,,
LINE,CAJONEO,,,,-73.3081,14.1193,0.0,-73.3081,13.2693,0.0,,,,,,,,
LINE,CABLES,,,,-78.5426,14.8701,0.0,-78.6034,14.7278,0.0,,,,,,,,
LINE,CABLES,,,,-78.5998,14.8701,0.0,-78.6606,14.7278,0.0,,,,,,,,
LINE,CAJONEO,,,,-78.1164,15.5477,0.0,-78.1664,15.5477,0.0,,,,,,,,
LINE,CAJONEO,,,,-78.0164,15.9693,0.0,-78.1664,15.9693,0.0,,,,,,,,
LINE,CAJONEO,,,,-78.1664,15.6193,0.0,-78.1664,15.5693,0.0,,,,,,,,
LINE,CAJONEO,,,,-78.0164,15.6193,0.0,-78.0164,15.5693,0.0,,,,,,,,
LINE,CAJONEO,,,,-78.1664,15.5693,0.0,-78.0164,15.5693,0.0,,,,,,,,
LINE,CAJONEO,,,,-77.4164,15.6193,0.0,-76.9164,15.6193,0.0,,,,,,,,
LWPOLYLINE,CAJONEO,,,,,,,,,,,,,"[[-78.3164, 15.6193], [-78.0164, 15.6193], [-78.0164, 15.9193], [-78.3164, 15.9193]]",4.0,True,,
ARC,ELEMENTOS-ELEC,,,,,,,,,,-73.5918,14.8976,0.126,,,,201.551,47.5325
LINE,ELEMENTOS-ELEC,,,,-73.8644,14.8513,0.0,-73.8998,14.816,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-73.709,14.8513,0.0,-73.6736,14.816,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-73.709,15.0067,0.0,-73.6736,15.0421,0.0,,,,,,,,
CIRCLE,ELEMENTOS-ELEC,,,,,,,,,,-73.7867,14.929,0.1099,,,,,
LINE,ELEMENTOS-ELEC,,,,-73.8644,15.0067,0.0,-73.8998,15.0421,0.0,,,,,,,,
LINE,CABLES,,,,-73.746,16.1719,0.0,-73.9224,16.0918,0.0,,,,,,,,
LINE,CABLES,,,,-73.746,16.1162,0.0,-73.9224,16.0362,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-73.8317,16.5568,0.0,-73.8317,15.0293,0.0,,,,,,,,
TEXT,TEXTO,11,-73.8546,14.8881,,,,,,,,,,,,,,
LINE,CAJONEO,,,,-73.4581,15.1193,0.0,-73.3081,15.1193,0.0,,,,,,,,
TEXT,ELEMENTOS-ELEC,S,-73.5622,15.0223,,,,,,,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-73.5068,14.9338,0.0,-73.5068,14.9905,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-73.7731,15.0381,0.0,-73.7731,15.4513,0.0,,,,,,,,
LINE,CABLES,,,,-73.5927,14.9844,0.0,-73.6535,14.8422,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-73.6731,14.9338,0.0,-73.5068,14.9338,0.0,,,,,,,,
LINE,CABLES,,,,-73.5356,14.9844,0.0,-73.5964,14.8422,0.0,,,,,,,,
LINE,CAJONEO,,,,-73.4581,15.1193,0.0,-73.3081,15.1193,0.0,,,,,,,,
LWPOLYLINE,CAJONEO,,,,,,,,,,,,,"[[-74.2081, 15.6193], [-73.9081, 15.6193], [-73.9081, 15.9193], [-74.2081, 15.9193]]",4.0,True,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-62.4978,-1.6954,0.0,-53.1396,-1.6954,0.0,,,,,,,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-62.4978,3.8112,0.0,-53.1396,3.8112,0.0,,,,,,,,
TEXT,CARGAS-DIAGRAMA-CONVENC,CTO. Nº,-62.4293,-0.9023,,,,,,,,,,,,,,
TEXT,CARGAS-DIAGRAMA-CONVENC,11,-62.1807,-1.4855,,,,,,,,,,,,,,
TEXT,CARGAS-DIAGRAMA-CONVENC,12,-62.1979,-2.0016,,,,,,,,,,,,,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-62.4978,-0.4622,0.0,-58.1444,-0.4622,0.0,,,,,,,,
TEXT,TITULOS,CUADRO DE CARGAS T.1. (2º PISO),-62.5357,-0.3123,,,,,,,,,,,,,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-62.4978,-1.1854,0.0,-53.1396,-1.1854,0.0,,,,,,,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-62.4978,1.2449,0.0,-53.1396,1.2449,0.0,,,,,,,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-62.4978,0.7317,0.0,-53.1396,0.7317,0.0,,,,,,,,
TEXT,CARGAS-DIAGRAMA-CONVENC,4,-62.135,2.4785,,,,,,,,,,,,,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-62.4978,2.2714,0.0,-53.1396,2.2714,0.0,,,,,,,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-62.4978,1.7582,0.0,-53.1396,1.7582,0.0,,,,,,,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-62.4978,2.7847,0.0,-53.1396,2.7847,0.0,,,,,,,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-62.4978,3.2979,0.0,-53.1396,3.2979,0.0,,,,,,,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-62.4978,4.3212,0.0,-53.1396,4.3212,0.0,,,,,,,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-62.4978,5.0444,0.0,-58.1444,5.0444,0.0,,,,,,,,
TEXT,TITULOS,CUADRO DE CARGAS T.G. (1º PISO),-62.5357,5.1943,,,,,,,,,,,,,,
TEXT,CARGAS-DIAGRAMA-CONVENC,CTO. Nº,-62.4293,4.6043,,,,,,,,,,,,,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-62.4978,0.7317,0.0,-62.4978,3.8112,0.0,,,,,,,,
LINE,TUBERIA-TV,,,,-65.8427,4.2552,0.0,-65.8427,-1.4124,0.0,,,,,,,,
LINE,CAJONEO,,,,-63.9308,2.9249,0.0,-63.9308,2.4249,0.0,,,,,,,,
LINE,CAJONEO,,,,-63.7808,2.9249,0.0,-63.7808,2.4249,0.0,,,,,,,,
LINE,CAJONEO,,,,-63.8808,2.8749,0.0,-63.8808,2.4749,0.0,,,,,,,,
LINE,CAJONEO,,,,-63.8308,2.8749,0.0,-63.8308,2.4749,0.0,,,,,,,,
LINE,CAJONEO,,,,-72.0558,1.8749,0.0,-72.0558,3.4749,0.0,,,,,,,,
LINE,CAJONEO,,,,-66.9308,1.2499,0.0,-66.9308,2.8499,0.0,,,,,,,,
LINE,CAJONEO,,,,-67.0808,1.2499,0.0,-67.0808,2.8499,0.0,,,,,,,,
LINE,CAJONEO,,,,-72.2058,1.8749,0.0,-72.2058,3.4749,0.0,,,,,,,,
LINE,CAJONEO,,,,-69.1308,1.0999,0.0,-69.1308,4.2499,0.0,,,,,,,,
LINE,CAJONEO,,,,-69.2808,1.0999,0.0,-69.2808,4.2499,0.0,,,,,,,,
TEXT,NOTAS,ACOMPAÑANTES,-68.6534,2.4566,,,,,,,,,,,,,,
LINE,TEXTO,,,,-67.6838,-0.7729,0.0,-67.1291,-0.7729,0.0,,,,,,,,
TEXT,TEXTO,BAJA A,-67.6623,-0.7322,,,,,,,,,,,,,,
LINE,TUBERIA-PISO,,,,-66.4461,0.8676,0.0,-73.0611,0.8676,0.0,,,,,,,,
LINE,TUBERIA-PISO,,,,-73.0611,0.8676,0.0,-73.0611,-0.2695,0.0,,,,,,,,
LINE,CAJONEO,,,,-72.0558,0.9499,0.0,-72.0558,0.2999,0.0,,,,,,,,
LINE,CAJONEO,,,,-72.2058,0.9499,0.0,-72.2058,0.2999,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-73.0962,-0.3944,0.0,-73.0962,-0.165,0.0,,,,,,,,
LINE,TUBERIA-PISO,,,,-73.1258,-0.4001,0.0,-73.1258,-0.5501,0.0,,,,,,,,
TEXT,TEXTO,10 TW,-73.0367,-0.5096,,,,,,,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-73.0962,-0.5557,0.0,-73.0962,-0.7852,0.0,,,,,,,,
LINE,CAJONEO,,,,-72.9808,-0.4001,0.0,-72.9808,0.0499,0.0,,,,,,,,
LINE,CAJONEO,,,,-72.8308,-0.4751,0.0,-72.8308,0.0499,0.0,,,,,,,,
LINE,CAJONEO,,,,-72.9808,0.0499,0.0,-72.8308,0.0499,0.0,,,,,,,,
LINE,CAJONEO,,,,-72.2058,0.2999,0.0,-72.0558,0.2999,0.0,,,,,,,,
LINE,CAJONEO,,,,-72.0558,-1.9202,0.0,-72.0558,-1.2501,0.0,,,,,,,,
LINE,CAJONEO,,,,-72.9808,-1.0001,0.0,-72.8308,-1.0001,0.0,,,,,,,,
LINE,CAJONEO,,,,-72.2058,-1.9001,0.0,-72.2058,-1.2501,0.0,,,,,,,,
LINE,CAJONEO,,,,-72.2058,-1.2501,0.0,-72.0558,-1.2501,0.0,,,,,,,,
LINE,CAJONEO,,,,-72.2058,0.2999,0.0,-72.2058,-1.2501,0.0,,,,,,,,
LINE,CAJONEO,,,,-72.8308,-0.4751,0.0,-72.8308,-1.0001,0.0,,,,,,,,
LINE,CAJONEO,,,,-72.9808,-0.5501,0.0,-72.9808,-1.0001,0.0,,,,,,,,
LINE,CAJONEO,,,,-72.0558,0.2999,0.0,-72.0558,-1.2501,0.0,,,,,,,,
TEXT,NOTAS,HALL,-69.6915,-1.0648,,,,,,,,,,,,,,
TEXT,NOTAS,ACOMPAÑANTES,-71.2833,2.4566,,,,,,,,,,,,,,
LINE,CAJONEO,,,,-70.3808,0.9499,0.0,-68.6808,0.9499,0.0,,,,,,,,
LINE,CAJONEO,,,,-70.3808,1.0999,0.0,-69.2808,1.0999,0.0,,,,,,,,
LINE,CAJONEO,,,,-71.9808,1.0999,0.0,-70.3808,1.0999,0.0,,,,,,,,
LINE,CAJONEO,,,,-71.9808,0.9499,0.0,-70.3808,0.9499,0.0,,,,,,,,
LINE,CAJONEO,,,,-70.3808,0.9499,0.0,-70.3808,1.0999,0.0,,,,,,,,
LINE,CAJONEO,,,,-72.0558,1.2499,0.0,-72.0558,1.8749,0.0,,,,,,,,
LINE,CAJONEO,,,,-72.2058,1.2499,0.0,-72.2058,1.8749,0.0,,,,,,,,
LWPOLYLINE,CAJONEO,,,,,,,,,,,,,"[[-72.2808, 0.9499], [-71.9808, 0.9499], [-71.9808, 1.2499], [-72.2808, 1.2499]]",4.0,True,,
LINE,CAJONEO,,,,-72.2058,1.8749,0.0,-72.0558,1.8749,0.0,,,,,,,,
LINE,CABLES,,,,-67.9087,0.9379,0.0,-67.9695,0.7956,0.0,,,,,,,,
LINE,CABLES,,,,-67.8515,0.9379,0.0,-67.9123,0.7956,0.0,,,,,,,,
TEXT,TEXTO,10 TW,-68.1336,0.9582,,,,,,,,,,,,,,
LINE,CAJONEO,,,,-69.1308,1.0999,0.0,-68.6808,1.0999,0.0,,,,,,,,
LWPOLYLINE,CAJONEO,,,,,,,,,,,,,"[[-68.6808, 0.9499], [-68.3808, 0.9499], [-68.3808, 1.2499], [-68.6808, 1.2499]]",4.0,True,,
LINE,TUBERIA-PISO,,,,-64.6602,-2.0397,0.0,-64.6602,0.8773,0.0,,,,,,,,
LINE,CAJONEO,,,,-64.2808,0.3124,0.0,-64.2808,-1.2876,0.0,,,,,,,,
LINE,CAJONEO,,,,-64.4308,0.3124,0.0,-64.4308,-1.2876,0.0,,,,,,,,
LINE,CAJONEO,,,,-66.9308,-1.0501,0.0,-66.9308,0.9499,0.0,,,,,,,,
LINE,CAJONEO,,,,-67.0808,-1.0501,0.0,-67.0808,1.2499,0.0,,,,,,,,
LINE,TUBERIA-TV,,,,-64.5443,-1.8269,0.0,-65.2634,-1.8269,0.0,,,,,,,,
LINE,CAJONEO,,,,-64.8808,-2.0501,0.0,-63.9308,-2.0501,0.0,,,,,,,,
LINE,CAJONEO,,,,-67.0808,-1.9001,0.0,-64.4308,-1.9001,0.0,,,,,,,,
TEXT,NOTAS,OFICINA,-65.8292,-0.5287,,,,,,,,,,,,,,
LINE,TEXTO,,,,-67.1291,-0.7729,0.0,-66.985,-0.9825,0.0,,,,,,,,
TEXT,TEXTO,T.G.,-67.5159,-0.8804,,,,,,,,,,,,,,
TEXT,ELEMENTOS-ELEC,"03/4""",-67.3505,-1.5426,,,,,,,,,,,,,,
LINE,TEXTO,,,,-67.2885,-1.4458,0.0,-67.3462,-1.5705,0.0,,,,,,,,
TEXT,TEXTO,8 TW,-66.9121,-1.3645,,,,,,,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-66.9146,-1.3531,0.0,-67.0608,-1.3823,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-66.9071,-1.318,0.0,-67.0533,-1.3472,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-66.9146,-1.288,0.0,-67.0608,-1.3171,0.0,,,,,,,,
TEXT,TEXTO,TV,-65.2898,-1.7652,,,,,,,,,,,,,,
LINE,TUBERIA-TV,,,,-65.3384,-1.4124,0.0,-65.3384,-1.745,0.0,,,,,,,,
LINE,TUBERIA-TV,,,,-65.8427,-1.4124,0.0,-65.3384,-1.4124,0.0,,,,,,,,
LINE,CABLES,,,,-66.323,-1.7208,0.0,-66.3838,-1.8631,0.0,,,,,,,,
LINE,CABLES,,,,-66.2659,-1.7208,0.0,-66.3267,-1.8631,0.0,,,,,,,,
TEXT,TEXTO,10 TW,-66.548,-1.7005,,,,,,,,,,,,,,
LINE,TUBERIA-PISO,,,,-65.7023,-1.7979,0.0,-66.6515,-1.7979,0.0,,,,,,,,
CIRCLE,ELEMENTOS-ELEC,,,,,,,,,,-65.3756,-1.8261,0.0268,,,,,
CIRCLE,ELEMENTOS-ELEC,,,,,,,,,,-65.3434,-1.8246,0.08,,,,,
CIRCLE,ELEMENTOS-ELEC,,,,,,,,,,-65.3113,-1.8261,0.0268,,,,,
LINE,ELEMENTOS-ELEC,,,,-65.6499,-1.873,0.0,-65.6499,-1.6435,0.0,,,,,,,,
CIRCLE,ELEMENTOS-ELEC,,,,,,,,,,-65.6204,-1.7986,0.08,,,,,
LINE,ELEMENTOS-ELEC,,,,-65.5908,-1.873,0.0,-65.5908,-1.6435,0.0,,,,,,,,
TEXT,TEXTO,12,-65.8392,-1.6995,,,,,,,,,,,,,,
LINE,ACOMETIDAS,,,,-66.971,-1.6457,0.0,-66.971,-1.0367,0.0,,,,,,,,
LINE,ACOMETIDAS,,,,-66.7391,-1.6457,0.0,-66.971,-1.6457,0.0,,,,,,,,
CIRCLE,ELEMENTOS-ELEC,,,,,,,,,,-66.9689,-1.0059,0.0285,,,,,
LINE,CAJONEO,,,,-67.0808,-1.0501,0.0,-66.9308,-1.0501,0.0,,,,,,,,
LINE,CAJONEO,,,,-67.0808,-1.0501,0.0,-66.9308,-1.0501,0.0,,,,,,,,
LINE,CAJONEO,,,,-67.0808,-1.9001,0.0,-67.0808,-2.0501,0.0,,,,,,,,
LINE,CAJONEO,,,,-67.0808,-2.0501,0.0,-65.1808,-2.0501,0.0,,,,,,,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-62.4978,-1.6954,0.0,-62.4978,-0.4622,0.0,,,,,,,,
LINE,CAJONEO,,,,-64.2808,0.2624,0.0,-64.4308,0.2624,0.0,,,,,,,,
LINE,CAJONEO,,,,-64.2808,-1.9001,0.0,-63.7808,-1.9001,0.0,,,,,,,,
LINE,CAJONEO,,,,-64.2808,-1.9001,0.0,-64.2808,-1.2876,0.0,,,,,,,,
LINE,CAJONEO,,,,-64.4308,-1.9001,0.0,-64.4308,-1.2876,0.0,,,,,,,,
LINE,CAJONEO,,,,-64.2808,-1.2876,0.0,-64.4308,-1.2876,0.0,,,,,,,,
LINE,CAJONEO,,,,-64.2808,-1.2376,0.0,-64.4308,-1.2376,0.0,,,,,,,,
LINE,CAJONEO,,,,-64.3808,0.2624,0.0,-64.3808,-1.2376,0.0,,,,,,,,
LINE,CAJONEO,,,,-64.3308,0.2624,0.0,-64.3308,-1.2376,0.0,,,,,,,,
TEXT,TEXTO,12,-64.8902,0.6017,,,,,,,,,,,,,,
CIRCLE,ELEMENTOS-ELEC,,,,,,,,,,-64.785,0.8699,0.08,,,,,
LINE,CAJONEO,,,,-64.8808,1.0999,0.0,-63.9308,1.0999,0.0,,,,,,,,
LINE,CAJONEO,,,,-66.9308,0.9499,0.0,-64.4308,0.9499,0.0,,,,,,,,
TEXT,NOTAS,VELACION,-65.64,2.5512,,,,,,,,,,,,,,
LINE,CABLES,,,,-65.4873,0.641,0.0,-65.5481,0.4987,0.0,,,,,,,,
LINE,CABLES,,,,-65.4302,0.641,0.0,-65.491,0.4987,0.0,,,,,,,,
TEXT,TEXTO,10 TW,-65.7122,0.6614,,,,,,,,,,,,,,
TEXT,TEXTO,12,-66.5932,0.7248,,,,,,,,,,,,,,
LINE,TUBERIA-PISO,,,,-65.084,0.5796,0.0,-64.866,0.8118,0.0,,,,,,,,
LINE,TUBERIA-PISO,,,,-66.1086,0.5796,0.0,-65.084,0.5796,0.0,,,,,,,,
LINE,TUBERIA-PISO,,,,-66.3194,0.8046,0.0,-66.1086,0.5796,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-64.8145,0.9443,0.0,-64.8145,0.7148,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-66.3898,0.9443,0.0,-66.3898,0.7148,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-66.3308,0.9443,0.0,-66.3308,0.7148,0.0,,,,,,,,
CIRCLE,ELEMENTOS-ELEC,,,,,,,,,,-66.3603,0.8699,0.08,,,,,
LINE,ELEMENTOS-ELEC,,,,-65.9609,0.8959,0.0,-65.9609,0.7726,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-66.0367,0.8959,0.0,-66.0367,0.7726,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-65.9988,0.8959,0.0,-65.9988,0.7643,0.0,,,,,,,,
CIRCLE,ELEMENTOS-ELEC,,,,,,,,,,-65.9988,0.8554,0.091,,,,,
LINE,ELEMENTOS-ELEC,,,,-65.9173,0.8959,0.0,-66.0803,0.8959,0.0,,,,,,,,
LWPOLYLINE,CAJONEO,,,,,,,,,,,,,"[[-65.1808, 0.9499], [-64.8808, 0.9499], [-64.8808, 1.2499], [-65.1808, 1.2499]]",4.0,True,,
LINE,CAJONEO,,,,-66.9308,1.0999,0.0,-66.9308,1.2499,0.0,,,,,,,,
LINE,CAJONEO,,,,-67.0808,1.2499,0.0,-66.9308,1.2499,0.0,,,,,,,,
LINE,CAJONEO,,,,-66.9308,1.0999,0.0,-65.1808,1.0999,0.0,,,,,,,,
TEXT,CARGAS-DIAGRAMA-CONVENC,6,-62.135,1.452,,,,,,,,,,,,,,
TEXT,CARGAS-DIAGRAMA-CONVENC,5,-62.1322,1.9653,,,,,,,,,,,,,,
LINE,TUBERIA-PISO,,,,-64.6602,0.8773,0.0,-64.7015,0.8773,0.0,,,,,,,,
LINE,ELEMENTOS-ELEC,,,,-64.7554,0.9443,0.0,-64.7554,0.7148,0.0,,,,,,,,
LINE,CAJONEO,,,,-63.7808,2.0999,0.0,-63.7808,2.4249,0.0,,,,,,,,
LINE,CAJONEO,,,,-63.9308,2.0999,0.0,-63.9308,2.4249,0.0,,,,,,,,
LINE,CAJONEO,,,,-63.9308,1.5999,0.0,-63.7808,1.5999,0.0,,,,,,,,
LINE,CAJONEO,,,,-63.7808,2.0999,0.0,-63.9308,2.0999,0.0,,,,,,,,
LINE,CAJONEO,,,,-63.7808,1.6499,0.0,-63.9308,1.6499,0.0,,,,,,,,
LINE,CAJONEO,,,,-63.7808,2.0499,0.0,-63.9308,2.0499,0.0,,,,,,,,
LINE,CAJONEO,,,,-63.9308,2.0999,0.0,-63.9308,1.5999,0.0,,,,,,,,
LINE,CAJONEO,,,,-63.7808,2.0999,0.0,-63.7808,1.5999,0.0,,,,,,,,
LINE,CAJONEO,,,,-63.8808,2.0499,0.0,-63.8808,1.6499,0.0,,,,,,,,
LINE,CAJONEO,,,,-63.8308,2.0499,0.0,-63.8308,1.6499,0.0,,,,,,,,
LINE,CAJONEO,,,,-63.7808,2.4249,0.0,-63.9308,2.4249,0.0,,,,,,,,
LINE,CAJONEO,,,,-63.7808,2.4749,0.0,-63.9308,2.4749,0.0,,,,,,,,
LINE,CAJONEO,,,,-64.2808,0.9499,0.0,-63.7808,0.9499,0.0,,,,,,,,
LINE,CAJONEO,,,,-64.2808,0.3124,0.0,-64.2808,0.9499,0.0,,,,,,,,
LINE,CAJONEO,,,,-64.4308,0.3124,0.0,-64.4308,0.9499,0.0,,,,,,,,
LINE,CAJONEO,,,,-64.2808,0.3124,0.0,-64.4308,0.3124,0.0,,,,,,,,
LINE,CAJONEO,,,,-63.7808,0.9499,0.0,-63.7808,1.5999,0.0,,,,,,,,
LINE,CAJONEO,,,,-63.9308,1.0999,0.0,-63.9308,1.5999,0.0,,,,,,,,
LINE,CAJONEO,,,,-68.3808,4.2499,0.0,-67.0808,4.2499,0.0,,,,,,,,
LINE,CAJONEO,,,,-71.9808,4.2499,0.0,-69.2808,4.2499,0.0,,,,,,,,
TEXT,NOTAS,SALA,-70.8147,2.6869,,,,,,,,,,,,,,
LWPOLYLINE,CAJONEO,,,,,,,,,,,,,"[[-72.2808, 4.0999], [-71.9808, 4.0999], [-71.9808, 4.3999], [-72.2808, 4.3999]]",4.0,True,,
LINE,CAJONEO,,,,-72.2058,3.4749,0.0,-72.0558,3.4749,0.0,,,,,,,,
LINE,CAJONEO,,,,-72.2058,3.4749,0.0,-72.2058,4.0999,0.0,,,,,,,,
LINE,CAJONEO,,,,-72.0558,3.4749,0.0,-72.0558,4.0999,0.0,,,,,,,,
TEXT,NOTAS,SALA,-68.1848,2.6869,,,,,,,,,,,,,,
LINE,CAJONEO,,,,-69.1308,4.2499,0.0,-68.6808,4.2499,0.0,,,,,,,,
LWPOLYLINE,CAJONEO,,,,,,,,,,,,,"[[-68.6808, 4.0999], [-68.3808, 4.0999], [-68.3808, 4.3999], [-68.6808, 4.3999]]",4.0,True,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-62.4978,3.8112,0.0,-62.4978,5.0444,0.0,,,,,,,,
LINE,CAJONEO,,,,-64.8808,4.2499,0.0,-63.9308,4.2499,0.0,,,,,,,,
LINE,TEXTO,,,,-66.009,4.6945,0.0,-65.8534,4.31,0.0,,,,,,,,
LINE,TEXTO,,,,-66.009,4.6945,0.0,-66.57,4.6945,0.0,,,,,,,,
TEXT,TEXTO,BAJA A,-66.512,4.7112,,,,,,,,,,,,,,
TEXT,TEXTO,1º PISO,-66.5087,4.5958,,,,,,,,,,,,,,
LINE,TUBERIA-TV,,,,-65.8654,4.2665,0.0,-66.1049,3.9855,0.0,,,,,,,,
CIRCLE,ELEMENTOS-ELEC,,,,,,,,,,-65.8427,4.2836,0.0285,,,,,
LWPOLYLINE,CAJONEO,,,,,,,,,,,,,"[[-65.1808, 4.0999], [-64.8808, 4.0999], [-64.8808, 4.3999], [-65.1808, 4.3999]]",4.0,True,,
LINE,CAJONEO,,,,-67.0808,2.8499,0.0,-66.9308,2.8499,0.0,,,,,,,,
LINE,CAJONEO,,,,-67.0808,2.8499,0.0,-67.0808,4.2499,0.0,,,,,,,,
LINE,CAJONEO,,,,-66.9308,2.8499,0.0,-66.9308,4.2499,0.0,,,,,,,,
LINE,CAJONEO,,,,-66.9308,4.2499,0.0,-65.1808,4.2499,0.0,,,,,,,,
TEXT,CARGAS-DIAGRAMA-CONVENC,3,-62.1322,2.9918,,,,,,,,,,,,,,
TEXT,CARGAS-DIAGRAMA-CONVENC,2,-62.1322,3.505,,,,,,,,,,,,,,
TEXT,CARGAS-DIAGRAMA-CONVENC,1,-62.1236,4.0129,,,,,,,,,,,,,,
LINE,CAJONEO,,,,-63.9308,3.7499,0.0,-63.7808,3.7499,0.0,,,,,,,,
LINE,CAJONEO,,,,-63.7808,3.7009,0.0,-63.9308,3.7009,0.0,,,,,,,,
LINE,CAJONEO,,,,-63.7808,2.8749,0.0,-63.9308,2.8749,0.0,,,,,,,,
LINE,CAJONEO,,,,-63.7808,3.3009,0.0,-63.9308,3.3009,0.0,,,,,,,,
LINE,CAJONEO,,,,-63.7808,3.2509,0.0,-63.9308,3.2509,0.0,,,,,,,,
LINE,CAJONEO,,,,-63.7808,2.9249,0.0,-63.9308,2.9249,0.0,,,,,,,,
LINE,CAJONEO,,,,-63.9308,3.2509,0.0,-63.9308,2.9249,0.0,,,,,,,,
LINE,CAJONEO,,,,-63.7808,3.2509,0.0,-63.7808,2.9249,0.0,,,,,,,,
LINE,CAJONEO,,,,-63.8308,3.3009,0.0,-63.8308,3.7009,0.0,,,,,,,,
LINE,CAJONEO,,,,-63.8808,3.3009,0.0,-63.8808,3.7009,0.0,,,,,,,,
LINE,CAJONEO,,,,-63.7808,3.2509,0.0,-63.7808,3.7509,0.0,,,,,,,,
LINE,CAJONEO,,,,-63.9308,3.2509,0.0,-63.9308,3.7509,0.0,,,,,,,,
LINE,CAJONEO,,,,-63.7808,3.7499,0.0,-63.7808,4.3999,0.0,,,,,,,,
LINE,CAJONEO,,,,-63.9308,3.7499,0.0,-63.9308,4.2499,0.0,,,,,,,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-53.1396,3.8112,0.0,-53.1396,0.7317,0.0,,,,,,,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-54.7464,3.8112,0.0,-54.7464,0.7317,0.0,,,,,,,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-58.1444,3.8112,0.0,-58.1444,1.2449,0.0,,,,,,,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-59.2322,3.8112,0.0,-59.2322,0.7317,0.0,,,,,,,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-61.6286,3.8112,0.0,-61.6286,0.7317,0.0,,,,,,,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-57.1444,0.7317,0.0,-57.1444,3.8112,0.0,,,,,,,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-55.9134,0.7317,0.0,-55.9134,3.8112,0.0,,,,,,,,
TEXT,CARGAS-DIAGRAMA-CONVENC,CONDUCTOR,-57.0735,-0.7697,,,,,,,,,,,,,,
TEXT,CARGAS-DIAGRAMA-CONVENC,CALIBRE,-56.8963,-1.0217,,,,,,,,,,,,,,
LINE,CARGAS-DIAGRAMA-CONVENC,,,,-58.1444,-0.4622,0.0,-53.1396,-0.4622,0.0,,,,,,,,
TEXT,CARGAS-DIAGRAMA-CONVENC,R-S,-56.7552,1.452,,,,,,,,,,,,,,
TEXT,CARGAS-DIAGRAMA-CONVENC,R-S,-56.7552,0.9388,,,,,,,,,,,,,,
TEXT,CARGAS-DIAGRAMA-CONVENC,R-S,-56.7552,2.4785,,,,,,,,,,,,,,
TEXT,CARGAS-DIAGRAMA-CONVENC,R-S,-56.7552,1.9653,,,,,,,,,,,,,,
