entity_type,layer,center_x,center_y,radius,start_angle,end_angle,vertices,vertex_count,closed,start_x,start_y,start_z,end_x,end_y,end_z,text,insert_x,insert_y
LWPOLYLINE,TEJA ANDINA,,,,,,"[[10.1927, 272.3525], [10.1927, 272.4452], [10.0127, 272.4452], [10.0127, 272.2778]]",4.0,False,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,10.3854,272.4541,0.0,10.3876,272.4769,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[10.3727, 272.4452], [10.1927, 272.4452], [10.1927, 272.3525]]",3.0,False,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,10.361,272.444,0.0,10.3579,272.4769,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[10.4777, 272.514], [10.3727, 272.4452]]",2.0,False,,,,,,,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[10.5527, 272.5452], [10.5527, 272.6952], [10.3727, 272.6952], [10.3727, 272.4452], [10.4777, 272.514]]",5.0,False,,,,,,,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[10.7327, 272.6952], [10.5527, 272.6952], [10.5527, 272.5452]]",3.0,False,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,10.7458,272.7086,0.0,10.7476,272.7269,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[10.9127, 272.595], [10.9127, 272.6952], [10.7327, 272.6952]]",3.0,False,,,,,,,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[11.0927, 272.5203], [11.0927, 272.6952], [10.9127, 272.6952], [10.9127, 272.595]]",4.0,False,,,,,,,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[11.1174, 272.4884], [11.2727, 272.4452], [11.2727, 272.6952], [11.0927, 272.6952], [11.0927, 272.5203]]",5.0,False,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,11.2822,272.42,0.0,11.2876,272.4769,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[11.2727, 272.4239], [11.2727, 272.4452], [11.1174, 272.4884]]",3.0,False,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,11.2625,272.4282,0.0,11.2579,272.4769,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[11.4527, 272.3276], [11.4527, 272.4452], [11.2727, 272.4452], [11.2727, 272.4239]]",4.0,False,,,,,,,,,
LINE,TEJA ANDINA,,,,,,,,,11.6474,272.2251,0.0,11.6476,272.2269,0.0,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[11.6327, 272.2312], [11.6327, 272.4452], [11.4527, 272.4452], [11.4527, 272.3276]]",4.0,False,,,,,,,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[11.7927, 272.4834], [11.6327, 272.4452], [11.6327, 272.2312]]",3.0,False,,,,,,,,,
LWPOLYLINE,TEJA ANDINA,,,,,,"[[11.7927, 272.2334], [11.6466, 272.2255]]",2.0,False,,,,,,,,,
LINE,DETALLE,,,,,,,,,5.3327,272.1648,0.0,5.3327,273.0852,0.0,,,
LINE,DETALLE,,,,,,,,,11.7927,272.1648,0.0,11.7927,273.0852,0.0,,,
LWPOLYLINE,DETALLE,,,,,,"[[11.8777, 271.9616], [10.8196, 272.4906], [10.7659, 272.4906], [9.7951, 272.0052], [9.5604, 272.0052], [8.5896, 272.4906], [8.5359, 272.4906], [7.5651, 272.0052], [7.3304, 272.0052], [6.3596, 272.4906], [6.3059, 272.4906], [5.2478, 271.9616], [5.212, 272.0331], [6.3014, 272.5779], [6.364, 272.5779], [7.3493, 272.0852], [7.5462, 272.0852], [8.5314, 272.5779], [8.594, 272.5779], [9.5793, 272.0852], [9.7762, 272.0852], [10.7614, 272.5779], [10.824, 272.5779], [11.9135, 272.0331]]",24.0,True,,,,,,,,,
LWPOLYLINE,DETALLE,,,,,,"[[5.2925, 271.9839], [5.3104, 271.9482], [6.3104, 272.4482], [6.3551, 272.4482], [7.3209, 271.9652], [7.5745, 271.9652], [8.5404, 272.4482], [8.5851, 272.4482], [9.5509, 271.9652], [9.8045, 271.9652], [10.7704, 272.4482], [10.8151, 272.4482], [11.8151, 271.9482], [11.833, 271.9839]]",14.0,False,,,,,,,,,
HATCH,SOMBREADO,,,,,,,,,,,,,,,,,
LWPOLYLINE,ESCALERA,,,,,,"[[-16.0982, 266.4852], [-15.0982, 266.4852], [-15.0982, 266.6602], [-16.0982, 266.6602]]",4.0,True,,,,,,,,,
LWPOLYLINE,ESCALERA,,,,,,"[[-16.0982, 266.6602], [-15.0982, 266.6602], [-15.0982, 266.8352], [-16.0982, 266.8352]]",4.0,True,,,,,,,,,
LWPOLYLINE,ESCALERA,,,,,,"[[-16.0982, 266.8352], [-15.0982, 266.8352], [-15.0982, 267.0102], [-16.0982, 267.0102]]",4.0,True,,,,,,,,,
LWPOLYLINE,ESCALERA,,,,,,"[[-16.0982, 267.0102], [-15.0982, 267.0102], [-15.0982, 267.1852], [-16.0982, 267.1852]]",4.0,True,,,,,,,,,
LWPOLYLINE,ESCALERA,,,,,,"[[-16.0982, 267.1852], [-15.0982, 267.1852], [-15.0982, 267.3602], [-16.0982, 267.3602]]",4.0,True,,,,,,,,,
LWPOLYLINE,ESCALERA,,,,,,"[[-19.1982, 269.0852], [-18.8482, 269.0852]]",2.0,False,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[5.3577, 269.0852], [5.4577, 269.0852], [5.4577, 266.7852], [5.3577, 266.7852]]",4.0,True,,,,,,,,,
HATCH,0,,,,,,,,,,,,,,,,,
HATCH,0,,,,,,,,,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[11.7807, 267.6852], [9.1752, 267.6852], [9.1632, 267.6732], [9.1632, 267.6472], [9.1752, 267.6352], [11.7807, 267.6352], [11.7927, 267.6472], [11.7927, 267.6732]]",8.0,True,,,,,,,,,
HATCH,SOMBREADO,,,,,,,,,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[9.7463, 266.9785], [9.7462, 267.4426], [9.7438, 267.5002], [9.7668, 267.5833], [9.7677, 267.5875], [9.7677, 267.6232], [9.7557, 267.6352], [9.6797, 267.6352], [9.6677, 267.6232], [9.6677, 267.5875], [9.6687, 267.5833], [9.6916, 267.5002], [9.6893, 267.4426], [9.6892, 266.9785], [9.6925, 266.9355], [9.6731, 266.8041], [9.6876, 266.7852], [9.7479, 266.7852], [9.7623, 266.8041], [9.743, 266.9355]]",20.0,True,,,,,,,,,
HATCH,SOMBREADO,,,,,,,,,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[10.1463, 266.9785], [10.1462, 267.4426], [10.1438, 267.5002], [10.1668, 267.5833], [10.1677, 267.5875], [10.1677, 267.6232], [10.1557, 267.6352], [10.0797, 267.6352], [10.0677, 267.6232], [10.0677, 267.5875], [10.0687, 267.5833], [10.0916, 267.5002], [10.0893, 267.4426], [10.0892, 266.9785], [10.0925, 266.9355], [10.0731, 266.8041], [10.0876, 266.7852], [10.1479, 266.7852], [10.1623, 266.8041], [10.143, 266.9355]]",20.0,True,,,,,,,,,
HATCH,SOMBREADO,,,,,,,,,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[10.5463, 266.9785], [10.5462, 267.4426], [10.5438, 267.5002], [10.5668, 267.5833], [10.5677, 267.5875], [10.5677, 267.6232], [10.5557, 267.6352], [10.4797, 267.6352], [10.4677, 267.6232], [10.4677, 267.5875], [10.4687, 267.5833], [10.4916, 267.5002], [10.4893, 267.4426], [10.4892, 266.9785], [10.4925, 266.9355], [10.4731, 266.8041], [10.4876, 266.7852], [10.5479, 266.7852], [10.5623, 266.8041], [10.543, 266.9355]]",20.0,True,,,,,,,,,
HATCH,SOMBREADO,,,,,,,,,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[10.9463, 266.9785], [10.9462, 267.4426], [10.9438, 267.5002], [10.9668, 267.5833], [10.9677, 267.5875], [10.9677, 267.6232], [10.9557, 267.6352], [10.8797, 267.6352], [10.8677, 267.6232], [10.8677, 267.5875], [10.8687, 267.5833], [10.8916, 267.5002], [10.8893, 267.4426], [10.8892, 266.9785], [10.8925, 266.9355], [10.8731, 266.8041], [10.8876, 266.7852], [10.9479, 266.7852], [10.9623, 266.8041], [10.943, 266.9355]]",20.0,True,,,,,,,,,
HATCH,SOMBREADO,,,,,,,,,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[11.3463, 266.9785], [11.3462, 267.4426], [11.3438, 267.5002], [11.3668, 267.5833], [11.3677, 267.5875], [11.3677, 267.6232], [11.3557, 267.6352], [11.2797, 267.6352], [11.2677, 267.6232], [11.2677, 267.5875], [11.2687, 267.5833], [11.2916, 267.5002], [11.2893, 267.4426], [11.2892, 266.9785], [11.2925, 266.9355], [11.2731, 266.8041], [11.2876, 266.7852], [11.3479, 266.7852], [11.3623, 266.8041], [11.343, 266.9355]]",20.0,True,,,,,,,,,
LWPOLYLINE,MADERA,,,,,,"[[9.3677, 269.0852], [9.2677, 269.0852], [9.2677, 266.7852], [9.3677, 266.7852]]",4.0,True,,,,,,,,,
HATCH,0,,,,,,,,,,,,,,,,,
HATCH,0,,,,,,,,,,,,,,,,,
MTEXT,TEXTOS,,,,,,,,,,,,,,,{\fArial|b1|i0|c0|p34;A},-5.8816,282.0102
INSERT,VENTANA,,,,,,,,,,,,,,,,,
MTEXT,TEXTOS,,,,,,,,,,,,,,,{\fArial|b1|i0|c0|p34;A},8.5906,283.103
INSERT,VENTANA,,,,,,,,,,,,,,,,,
DIMENSION,COTAS,,,,,,,,,,,,,,,,,
DIMENSION,COTAS,,,,,,,,,,,,,,,,,
DIMENSION,COTAS,,,,,,,,,,,,,,,,,
DIMENSION,COTAS,,,,,,,,,,,,,,,,,
DIMENSION,COTAS,,,,,,,,,,,,,,,,,
DIMENSION,COTAS,,,,,,,,,,,,,,,,,
DIMENSION,COTAS,,,,,,,,,,,,,,,,,
DIMENSION,COTAS,,,,,,,,,,,,,,,,,
DIMENSION,COTAS,,,,,,,,,,,,,,,,,
DIMENSION,COTAS,,,,,,,,,,,,,,,,,
DIMENSION,COTAS,,,,,,,,,,,,,,,,,
DIMENSION,COTAS,,,,,,,,,,,,,,,,,
DIMENSION,COTAS,,,,,,,,,,,,,,,,,
DIMENSION,COTAS,,,,,,,,,,,,,,,,,
DIMENSION,COTAS,,,,,,,,,,,,,,,,,
DIMENSION,COTAS,,,,,,,,,,,,,,,,,
DIMENSION,COTAS,,,,,,,,,,,,,,,,,
DIMENSION,COTAS,,,,,,,,,,,,,,,,,
DIMENSION,COTAS,,,,,,,,,,,,,,,,,
DIMENSION,COTAS,,,,,,,,,,,,,,,,,
DIMENSION,COTAS,,,,,,,,,,,,,,,,,
DIMENSION,COTAS,,,,,,,,,,,,,,,,,
DIMENSION,COTAS,,,,,,,,,,,,,,,,,
DIMENSION,COTAS,,,,,,,,,,,,,,,,,
DIMENSION,COTAS,,,,,,,,,,,,,,,,,
DIMENSION,COTAS,,,,,,,,,,,,,,,,,
DIMENSION,COTAS,,,,,,,,,,,,,,,,,
DIMENSION,COTAS,,,,,,,,,,,,,,,,,
LINE,VEREDAS,,,,,,,,,-21.4082,266.3352,0.0,-22.4082,266.3352,0.0,,,
LINE,VEREDAS,,,,,,,,,-8.9585,266.3352,0.0,-7.9585,266.3352,0.0,,,
INSERT,LINEA-02,,,,,,,,,,,,,,,,,
INSERT,NIVELES,,,,,,,,,,,,,,,,,
MTEXT,TEXTO,,,,,,,,,,,,,,,{\fArial|b1|i0|c0|p34;COCINA},-20.2356,266.9565
INSERT,0,,,,,,,,,,,,,,,,,
MTEXT,TEXTOS,,,,,,,,,,,,,,,{\fArial|b1|i0|c0|p34;\LCORTE A-A\P\fArial|b0|i0|c0|p34;\H0.7x;\lESCALA: 1/50},-15.1833,265.6016
LWPOLYLINE,CORTES,,,,,,"[[-5.982, 282.1977], [1.5624, 282.1977], [1.5624, 283.2905], [8.6909, 283.2905]]",4.0,False,,,,,,,,,
LWPOLYLINE,VIGAS,,,,,,"[[-15.0982, 268.8852], [-14.9482, 268.8852], [-14.9482, 269.2852], [-15.0982, 269.2852]]",4.0,True,,,,,,,,,
LWPOLYLINE,VENTANA,,,,,,"[[-13.1983, 269.0852], [-13.0483, 269.0852], [-13.0483, 268.4852], [-13.1983, 268.4852]]",4.0,True,,,,,,,,,
LWPOLYLINE,VENTANA,,,,,,"[[-13.1383, 268.4852], [-13.1083, 268.4852], [-13.1083, 269.0852], [-13.1383, 269.0852]]",4.0,True,,,,,,,,,
LWPOLYLINE,VENTANA,,,,,,"[[-11.9984, 267.6852], [-11.8484, 267.6852], [-11.8484, 269.0852], [-11.9984, 269.0852]]",4.0,True,,,,,,,,,
LWPOLYLINE,VENTANA,,,,,,"[[-11.9384, 267.6852], [-11.9084, 267.6852], [-11.9084, 269.0852], [-11.9384, 269.0852]]",4.0,True,,,,,,,,,
LWPOLYLINE,MURO,,,,,,"[[-11.9984, 266.4852], [-11.9984, 267.6852], [-11.8484, 267.6852], [-11.8484, 266.4852], [-9.1085, 266.4852], [-9.1085, 269.0852], [-11.9984, 269.0852], [-11.9984, 270.4852], [-11.8484, 270.4852], [-11.8484, 269.2852], [-9.1085, 269.2852], [-9.1085, 272.3352], [-11.8484, 272.3352], [-11.8484, 271.8852], [-11.9984, 271.8852], [-11.9984, 272.4852], [-8.9585, 272.4852], [-8.9585, 266.3352]]",18.0,False,,,,,,,,,
LWPOLYLINE,MURO,,,,,,"[[-19.9582, 271.2852], [-19.8082, 271.2852], [-19.8082, 269.2852], [-18.5982, 269.2852], [-18.5982, 268.8852], [-18.8482, 268.8852], [-18.8482, 269.0852], [-21.2582, 269.0852], [-21.2582, 266.4852], [-15.0982, 266.4852], [-15.0982, 269.2852], [-15.0982, 272.4852], [-13.0483, 272.4852], [-13.0483, 271.8852], [-13.1983, 271.8852], [-13.1983, 272.3352], [-14.9482, 272.3352], [-14.9482, 269.2852], [-13.1983, 269.2852], [-13.1983, 271.2852], [-13.0483, 271.2852], [-13.0483, 269.0852], [-14.9482, 269.0852], [-14.9482, 266.4852], [-13.1983, 266.4852], [-13.1983, 268.4852], [-13.0483, 268.4852], [-13.0483, 266.4852]]",28.0,False,,,,,,,,,
LINE,VIGAS,,,,,,,,,-21.2582,268.8852,0.0,-18.8482,268.8852,0.0,,,
LINE,VIGAS,,,,,,,,,-21.2582,269.2852,0.0,-19.9582,269.2852,0.0,,,
LINE,VIGAS,,,,,,,,,-18.0982,268.8852,0.0,-15.0982,268.8852,0.0,,,
LINE,VIGAS,,,,,,,,,-11.8484,269.2852,0.0,-9.1085,269.2852,0.0,,,
LINE,VIGAS,,,,,,,,,-13.0483,269.2852,0.0,-11.9984,269.2852,0.0,,,
LINE,VIGAS,,,,,,,,,-14.9482,268.8852,0.0,-13.1983,268.8852,0.0,,,
LINE,VIGAS,,,,,,,,,-13.0483,268.8852,0.0,-11.9984,268.8852,0.0,,,
LINE,VIGAS,,,,,,,,,-11.8484,268.8852,0.0,-9.1085,268.8852,0.0,,,
LWPOLYLINE,VIGAS,,,,,,"[[-18.8482, 268.8852], [-18.5982, 268.8852], [-18.5982, 269.2852], [-18.8482, 269.2852]]",4.0,True,,,,,,,,,
LWPOLYLINE,ESCALERA,,,,,,"[[-18.5982, 268.9271], [-16.0982, 267.1771], [-16.0982, 267.1852], [-16.0982, 267.3602], [-16.0982, 267.5352], [-16.3482, 267.5352], [-16.3482, 267.7102], [-16.5982, 267.7102], [-16.5982, 267.8852], [-16.8482, 267.8852], [-16.8482, 268.0602], [-17.0982, 268.0602], [-17.0982, 268.2352], [-17.3482, 268.2352], [-17.3482, 268.4102], [-17.5982, 268.4102], [-17.5982, 268.5852], [-17.8482, 268.5852], [-17.8482, 268.7602], [-18.0982, 268.7602], [-18.0982, 268.9352], [-18.3482, 268.9352], [-18.3482, 269.1102], [-18.5982, 269.1102], [-18.5982, 268.9271]]",25.0,False,,,,,,,,,
LINE,VIGAS,,,,,,,,,-18.5982,268.8852,0.0,-18.5383,268.8852,0.0,,,
LWPOLYLINE,VIGAS,,,,,,"[[-21.4082, 268.8852], [-21.2582, 268.8852], [-21.2582, 269.2852], [-21.4082, 269.2852]]",4.0,True,,,,,,,,,
LWPOLYLINE,VIGAS,,,,,,"[[-9.1085, 268.8852], [-8.9585, 268.8852], [-8.9585, 269.2852], [-9.1085, 269.2852]]",4.0,True,,,,,,,,,
LINE,MURO,,,,,,,,,-13.0483,266.4852,0.0,-11.9984,266.4852,0.0,,,
LINE,OTROS,,,,,,,,,-14.9482,268.4852,0.0,-13.1983,268.4852,0.0,,,
MTEXT,TEXTO,,,,,,,,,,,,,,,06,-16.1302,267.6052
MTEXT,TEXTO,,,,,,,,,,,,,,,07,-16.3802,267.7802
MTEXT,TEXTO,,,,,,,,,,,,,,,08,-16.6302,267.9552
MTEXT,TEXTO,,,,,,,,,,,,,,,09,-16.8802,268.1302
MTEXT,TEXTO,,,,,,,,,,,,,,,10,-17.1302,268.3052
MTEXT,TEXTO,,,,,,,,,,,,,,,11,-17.3802,268.4802
MTEXT,TEXTO,,,,,,,,,,,,,,,12,-17.6302,268.6552
MTEXT,TEXTO,,,,,,,,,,,,,,,01,-15.5982,266.7523
MTEXT,TEXTO,,,,,,,,,,,,,,,13,-17.8802,268.8302
MTEXT,TEXTO,,,,,,,,,,,,,,,14,-18.1302,269.0052
MTEXT,TEXTO,,,,,,,,,,,,,,,15,-18.3802,269.1802
MTEXT,TEXTO,,,,,,,,,,,,,,,16,-18.6302,269.3552
MTEXT,TEXTO,,,,,,,,,,,,,,,02,-15.5982,266.9273
MTEXT,TEXTO,,,,,,,,,,,,,,,03,-15.5982,267.1023
MTEXT,TEXTO,,,,,,,,,,,,,,,04,-15.5982,267.2773
MTEXT,TEXTO,,,,,,,,,,,,,,,05,-15.5982,267.4523
INSERT,NIVELES,,,,,,,,,,,,,,,,,
MTEXT,TEXTO,,,,,,,,,,,,,,,{\fArial|b1|i0|c0|p34;SS.HH},-14.0732,267.5783
INSERT,NIVELES,,,,,,,,,,,,,,,,,
MTEXT,TEXTO,,,,,,,,,,,,,,,{\fArial|b1|i0|c0|p34;DORMITORIO},-10.4098,266.9565
LWPOLYLINE,MURO BAJO.,,,,,,"[[-14.0482, 266.4852], [-14.0482, 266.7852], [-14.1482, 266.7852], [-14.1482, 266.4852]]",4.0,False,,,,,,,,,
HATCH,OTROS,,,,,,,,,,,,,,,,,
MTEXT,TEXTOS,,,,,,,,,,,,,,,{\fArial|b1|i0|c0|p34;A},-22.4834,282.0102
INSERT,VENTANA,,,,,,,,,,,,,,,,,
MTEXT,TEXTOS,,,,,,,,,,,,,,,{\fArial|b1|i0|c0|p34;A},-8.0701,283.103
INSERT,VENTANA,,,,,,,,,,,,,,,,,
LINE,VIGAS,,,,,,,,,-21.4082,273.0852,0.0,-13.0483,273.0852,0.0,,,
LINE,VIGAS,,,,,,,,,-21.2582,272.0852,0.0,-19.9582,272.0852,0.0,,,
LINE,VIGAS,,,,,,,,,-21.2582,271.6852,0.0,-19.9582,271.6852,0.0,,,
LWPOLYLINE,VIGAS,,,,,,"[[-21.4082, 271.6852], [-21.2582, 271.6852], [-21.2582, 272.0852], [-21.4082, 272.0852]]",4.0,True,,,,,,,,,
LWPOLYLINE,VIGAS,,,,,,"[[-21.4082, 272.7594], [-21.2582, 272.7594], [-21.2582, 272.9594], [-21.4082, 272.9594]]",4.0,True,,,,,,,,,
LINE,VIGAS,,,,,,,,,-19.8082,269.2852,0.0,-13.1983,269.2852,0.0,,,
LWPOLYLINE,MURO BAJO.,,,,,,"[[-15.0982, 270.4852], [-18.5982, 270.4852], [-18.5982, 269.2852]]",3.0,False,,,,,,,,,
LINE,MURO BAJO.,,,,,,,,,-21.2582,269.5852,0.0,-20.7542,269.5852,0.0,,,
INSERT,LINEA-02,,,,,,,,,,,,,,,,,
LWPOLYLINE,CORTES,,,,,,"[[-22.5838, 282.1977], [-19.9697, 282.1977], [-19.9697, 283.6828], [-19.4939, 283.6828], [-19.4939, 282.1977], [-15.0982, 282.1977], [-15.0982, 283.2905], [-7.9697, 283.2905]]",8.0,False,,,,,,,,,
LWPOLYLINE,VENTANA,,,,,,"[[-19.9582, 271.2852], [-19.8082, 271.2852], [-19.8082, 271.8852], [-19.9582, 271.8852]]",4.0,True,,,,,,,,,
LWPOLYLINE,VENTANA,,,,,,"[[-19.8982, 271.2852], [-19.8682, 271.2852], [-19.8682, 271.8852], [-19.8982, 271.8852]]",4.0,True,,,,,,,,,
INSERT,NIVELES,,,,,,,,,,,,,,,,,
MTEXT,TEXTO,,,,,,,,,,,,,,,{\fArial|b1|i0|c0|p34;SS.HH},-20.6082,270.4352
HATCH,OTROS,,,,,,,,,,,,,,,,,
LINE,VIGAS,,,,,,,,,-21.2582,272.6852,0.0,-13.0483,272.6852,0.0,,,
LWPOLYLINE,MURO,,,,,,"[[-21.2582, 271.2852], [-19.9582, 271.2852], [-19.9582, 269.2852], [-21.2582, 269.2852], [-21.2582, 272.8094], [-19.9582, 272.8094], [-19.9582, 271.8852], [-19.8082, 271.8852], [-19.8082, 272.8094], [-15.0982, 272.8094], [-15.0982, 272.9594], [-21.4082, 272.9594], [-21.4082, 266.3352]]",13.0,False,,,,,,,,,
LWPOLYLINE,VENTANA,,,,,,"[[-13.1983, 271.8852], [-13.0483, 271.8852], [-13.0483, 271.2852], [-13.1983, 271.2852]]",4.0,True,,,,,,,,,
LWPOLYLINE,VENTANA,,,,,,"[[-13.1383, 271.2852], [-13.1083, 271.2852], [-13.1083, 271.8852], [-13.1383, 271.8852]]",4.0,True,,,,,,,,,
HATCH,OTROS,,,,,,,,,,,,,,,,,
LINE,OTROS,,,,,,,,,-14.9482,271.2852,0.0,-13.1983,271.2852,0.0,,,
INSERT,LINEA-02,,,,,,,,,,,,,,,,,
INSERT,0,,,,,,,,,,,,,,,,,
INSERT,NIVELES,,,,,,,,,,,,,,,,,
MTEXT,TEXTO,,,,,,,,,,,,,,,{\fArial|b1|i0|c0|p34;SS.HH},-14.0732,270.3783
LWPOLYLINE,MURO BAJO.,,,,,,"[[-14.0482, 269.2852], [-14.0482, 269.5852], [-14.1482, 269.5852], [-14.1482, 269.2852]]",4.0,False,,,,,,,,,
LINE,OTROS,,,,,,,,,-15.0982,272.4852,0.0,-15.0982,272.8094,0.0,,,
LWPOLYLINE,VIGAS,,,,,,"[[-15.0982, 271.6852], [-14.9482, 271.6852], [-14.9482, 272.0852], [-15.0982, 272.0852]]",4.0,True,,,,,,,,,
ARC,TEJA ANDINA,-21.3182,272.9366,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,-21.1382,272.9366,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,-20.9582,272.9366,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,-20.7782,272.9366,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,-20.5982,272.9366,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,-20.4182,272.9366,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,-20.2382,272.9366,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,-20.0582,272.9366,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,-19.8782,272.9366,0.0929,14.25,165.75,,,,,,,,,,,,
LINE,VIGAS,,,,,,,,,-21.4082,273.0852,0.0,-21.4082,272.9594,0.0,,,
ARC,TEJA ANDINA,-19.6982,272.9366,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,-19.5182,272.9366,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,-19.3382,272.9366,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,-19.1582,272.9366,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,-18.9782,272.9366,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,-18.7982,272.9366,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,-18.6182,272.9366,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,-18.4382,272.9366,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,-18.2582,272.9366,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,-18.0782,272.9366,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,-17.8982,272.9366,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,-17.7182,272.9366,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,-17.5382,272.9366,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,-17.3582,272.9366,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,-17.1782,272.9366,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,-16.9982,272.9366,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,-16.8182,272.9366,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,-16.6382,272.9366,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,-16.4582,272.9366,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,-16.2782,272.9366,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,-16.0982,272.9366,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,-15.9182,272.9366,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,-15.7382,272.9366,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,-15.5582,272.9366,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,-15.3782,272.9366,0.0929,14.25,165.75,,,,,,,,,,,,
ARC,TEJA ANDINA,-15.1982,272.9366,0.0929,14.25,165.75,,,,,,,,,,,,
LWPOLYLINE,VENTANA,,,,,,"[[-11.9384, 270.4852], [-11.9084, 270.4852], [-11.9084, 271.8852], [-11.9384, 271.8852]]",4.0,True,,,,,,,,,
INSERT,NIVELES,,,,,,,,,,,,,,,,,
MTEXT,TEXTO,,,,,,,,,,,,,,,{\fArial|b1|i0|c0|p34;DORMITORIO},-10.4098,269.7565
LWPOLYLINE,MURO,,,,,,"[[-11.9084, 271.8852], [-11.9384, 271.8852]]",2.0,False,,,,,,,,,
INSERT,NIVELES,,,,,,,,,,,,,,,,,
MTEXT,TEXTO,,,,,,,,,,,,,,,{\fArial|b1|i0|c0|p34;DORMITORIO},-10.4098,269.7565
LWPOLYLINE,VENTANA,,,,,,"[[-11.9984, 270.4852], [-11.8484, 270.4852], [-11.8484, 271.8852], [-11.9984, 271.8852]]",4.0,True,,,,,,,,,
LWPOLYLINE,MURO,,,,,,"[[-11.9384, 270.4852], [-11.9084, 270.4852]]",2.0,False,,,,,,,,,
LWPOLYLINE,VIGAS,,,,,,"[[-15.0982, 272.2852], [-14.9482, 272.2852], [-14.9482, 272.4852], [-15.0982, 272.4852]]",4.0,True,,,,,,,,,
LWPOLYLINE,VIGAS,,,,,,"[[-9.1085, 272.2852], [-8.9585, 272.2852], [-8.9585, 272.4852], [-9.1085, 272.4852]]",4.0,True,,,,,,,,,
LINE,VIGAS,,,,,,,,,-8.9585,272.4852,0.0,-8.9585,273.0852,0.0,,,
